codigo,coordenada_e,coordenada_n,motivo
FHV-M-4036,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4040,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4042,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4043,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4047,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4049,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4068,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4077,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4082,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4093,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4097,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4099,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4155,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4156,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4159,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4162,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4188,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4198,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4200,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4202,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4209,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4233,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4235,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4249,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4329,6507419021,71914372833,"X fora do range (200000-800000): 6507419021; Y fora do range (7000000-7500000): 71914372833"
FHV-M-4338,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4402,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4405,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4406,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4408,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4411,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4412,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4417,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4418,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4420,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4421,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4424,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4435,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4436,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4438,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4439,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4440,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4443,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4542,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4577,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4588,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4609,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4623,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4624,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4627,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4635,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4643,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4684,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4685,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4688,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4689,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4691,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4819,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4833,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4933,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4941,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4946,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5265,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5276,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5323,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5405,813926.32,7785705.97,"X fora do range (200000-800000): 813926.32; Y fora do range (7000000-7500000): 7785705.97"
FHV-M-5601,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5607,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5609,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5778,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5808,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5809,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5825,813926.32,7785705.97,"X fora do range (200000-800000): 813926.32; Y fora do range (7000000-7500000): 7785705.97"
FHV-M-5849,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-6151,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-6186,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0286,6506939464,71920637906,"X fora do range (200000-800000): 6506939464; Y fora do range (7000000-7500000): 71920637906"
FHV-P-0287,6506240859,71919496452,"X fora do range (200000-800000): 6506240859; Y fora do range (7000000-7500000): 71919496452"
FHV-P-0288,6506433532,71919581157,"X fora do range (200000-800000): 6506433532; Y fora do range (7000000-7500000): 71919581157"
FHV-P-0289,6506725243,71919647136,"X fora do range (200000-800000): 6506725243; Y fora do range (7000000-7500000): 71919647136"
FHV-P-0290,6507138951,7191974703,"X fora do range (200000-800000): 6507138951; Y fora do range (7000000-7500000): 7191974703"
FHV-P-0291,6507224114,71919767594,"X fora do range (200000-800000): 6507224114; Y fora do range (7000000-7500000): 71919767594"
FHV-P-0292,6507150205,71920412828,"X fora do range (200000-800000): 6507150205; Y fora do range (7000000-7500000): 71920412828"
FHV-P-0293,6507293218,71920032186,"X fora do range (200000-800000): 6507293218; Y fora do range (7000000-7500000): 71920032186"
FHV-P-0294,6507240121,71919721392,"X fora do range (200000-800000): 6507240121; Y fora do range (7000000-7500000): 71919721392"
FHV-P-0295,6507391396,71919773785,"X fora do range (200000-800000): 6507391396; Y fora do range (7000000-7500000): 71919773785"
FHV-P-0296,6507425754,71919683403,"X fora do range (200000-800000): 6507425754; Y fora do range (7000000-7500000): 71919683403"
FHV-P-0297,6507698788,71918955283,"X fora do range (200000-800000): 6507698788; Y fora do range (7000000-7500000): 71918955283"
FHV-P-0298,6507822225,71918619507,"X fora do range (200000-800000): 6507822225; Y fora do range (7000000-7500000): 71918619507"
FHV-P-0299,6507880214,71918415029,"X fora do range (200000-800000): 6507880214; Y fora do range (7000000-7500000): 71918415029"
FHV-P-0300,6507898687,71918234206,"X fora do range (200000-800000): 6507898687; Y fora do range (7000000-7500000): 71918234206"
FHV-P-0301,6507873338,71917968653,"X fora do range (200000-800000): 6507873338; Y fora do range (7000000-7500000): 71917968653"
FHV-P-0302,6507559986,71919325275,"X fora do range (200000-800000): 6507559986; Y fora do range (7000000-7500000): 71919325275"
FHV-P-0304,6507430831,71920518892,"X fora do range (200000-800000): 6507430831; Y fora do range (7000000-7500000): 71920518892"
FHV-P-0305,6507573853,71920138225,"X fora do range (200000-800000): 6507573853; Y fora do range (7000000-7500000): 71920138225"
FHV-P-0306,6507840871,71919430649,"X fora do range (200000-800000): 6507840871; Y fora do range (7000000-7500000): 71919430649"
FHV-P-0307,6508107734,71918712322,"X fora do range (200000-800000): 6508107734; Y fora do range (7000000-7500000): 71918712322"
FHV-P-0308,6508175994,71918471629,"X fora do range (200000-800000): 6508175994; Y fora do range (7000000-7500000): 71918471629"
FHV-P-0309,6508200146,71918235206,"X fora do range (200000-800000): 6508200146; Y fora do range (7000000-7500000): 71918235206"
FHV-P-0310,6506736323,71919599745,"X fora do range (200000-800000): 6506736323; Y fora do range (7000000-7500000): 71919599745"
FHV-P-0311,6506448834,71919534720,"X fora do range (200000-800000): 6506448834; Y fora do range (7000000-7500000): 71919534720"
FHV-P-0312,6506269681,71919455959,"X fora do range (200000-800000): 6506269681; Y fora do range (7000000-7500000): 71919455959"
FHV-P-0313,6506134002,71919309687,"X fora do range (200000-800000): 6506134002; Y fora do range (7000000-7500000): 71919309687"
FHV-P-0314,6506089648,71919028664,"X fora do range (200000-800000): 6506089648; Y fora do range (7000000-7500000): 71919028664"
FHV-P-0315,6506021167,71918721620,"X fora do range (200000-800000): 6506021167; Y fora do range (7000000-7500000): 71918721620"
FHV-P-0316,6505872477,71918431104,"X fora do range (200000-800000): 6505872477; Y fora do range (7000000-7500000): 71918431104"
FHV-P-0317,6505777379,71918164813,"X fora do range (200000-800000): 6505777379; Y fora do range (7000000-7500000): 71918164813"
FHV-P-0318,6505804817,71917868546,"X fora do range (200000-800000): 6505804817; Y fora do range (7000000-7500000): 71917868546"
FHV-P-0319,6505846351,71917581385,"X fora do range (200000-800000): 6505846351; Y fora do range (7000000-7500000): 71917581385"
FHV-P-0320,6505840250,71917281998,"X fora do range (200000-800000): 6505840250; Y fora do range (7000000-7500000): 71917281998"
FHV-P-0321,6505806925,71917063052,"X fora do range (200000-800000): 6505806925; Y fora do range (7000000-7500000): 71917063052"
FHV-P-0322,6505774713,71916885366,"X fora do range (200000-800000): 6505774713; Y fora do range (7000000-7500000): 71916885366"
FHV-P-0323,6505742501,71916707679,"X fora do range (200000-800000): 6505742501; Y fora do range (7000000-7500000): 71916707679"
FHV-P-0324,6505675696,71916438371,"X fora do range (200000-800000): 6505675696; Y fora do range (7000000-7500000): 71916438371"
FHV-P-0325,6505431677,71916067638,"X fora do range (200000-800000): 6505431677; Y fora do range (7000000-7500000): 71916067638"
FHV-P-0326,6505275031,71915900543,"X fora do range (200000-800000): 6505275031; Y fora do range (7000000-7500000): 71915900543"
FHV-P-0327,6505190940,71915817498,"X fora do range (200000-800000): 6505190940; Y fora do range (7000000-7500000): 71915817498"
FHV-P-0328,6507740590,71914058531,"X fora do range (200000-800000): 6507740590; Y fora do range (7000000-7500000): 71914058531"
FHV-P-0329,6507742692,71912320653,"X fora do range (200000-800000): 6507742692; Y fora do range (7000000-7500000): 71912320653"
FHV-P-0330,6507836874,71912323449,"X fora do range (200000-800000): 6507836874; Y fora do range (7000000-7500000): 71912323449"
FHV-P-0331,6507836874,71912323449,"X fora do range (200000-800000): 6507836874; Y fora do range (7000000-7500000): 71912323449"
FHV-P-0364,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0365,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0700,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0701,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0702,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0703,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0704,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0705,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0706,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0710,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0711,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0712,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0713,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0716,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0717,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0718,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0719,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0720,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0721,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0725,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0750,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0751,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0752,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0753,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0754,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0755,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0756,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0757,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0758,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0900,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0909,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0911,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0912,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0913,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0922,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0923,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0924,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0927,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0928,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0929,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0930,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0931,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0932,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0933,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0934,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0935,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0936,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0937,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0938,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0939,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0940,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1083,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1150,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1195,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1272,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1362,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1363,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1369,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1385,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1386,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1465,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1467,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1480,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1560,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1561,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1562,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1564,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1894,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1895,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1896,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1897,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1898,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1899,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1900,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1901,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1902,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1903,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1980,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2010,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2042,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2043,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2044,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2045,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2046,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2047,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2048,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2070,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2084,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2085,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2090,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2091,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2092,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2097,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2098,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2099,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2100,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2101,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2102,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2103,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2236,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5280,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5281,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5282,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5283,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5284,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
